entref,vatref,deathcode,birthdate,deathdate,sic92,turnover,turnover_date,record_type,legalstatus,actiondate,crn,marker,addressref,inqcode,name1,name2,name3,tradstyle1,tradstyle2,tradstyle3,address1,address2,address3,address4,address5,postcode
664365614040,845836730936,902459,211211,251211,24,654523506,6,6,705339,1,2,6,3103824391200,962,G1XIX78J0Y,HKKTXAGUJT,40BZM69ZRB,1TYH,MGLY,FL0T,4BCNTLX85097QEL3KN6A8NPYN,T5M63XDC,TYN42FAAFY3U,3569W7S9ISWO,4TEOGY55F2VG,8YUZ IIC
512419186836,192531303457,192543,101214,191116,37,597848870,4,8,620711,9,3,1,3245902403213,358,TN811B4MVR,23510YNGYT,PEVXEXDRMB,C0LG,8ZPP,U7RS,D15BMNMYPJ6P29G4VEN9M9TQC,8SKBHDP1,SRSLEP2MHI00,E57ZQ9152D83,F8W3LTABS1PT,SWGT BAO
551495849813,134237329423,427153,261010,211111,65,147400670,5,1,525463,4,9,1,3878430843422,553,SKVW8OTCTO,IGU4OB1ULK,HX06M91Q4I,L896,4TIJ,DIVO,2NF4YKFVP9J36GSEVUI4ELP2R,2PE6VTXL,NIP2FRVNFYLJ,G2V4HQP6PULA,ZITFGXX6XA5N,13A3 XG9
980828421267,709653967479,818579,191110,261212,73,452155099,7,2,422050,9,7,8,9347554179848,755,U7Y7IFDZMN,2YKPQA886A,BYTHFF6P8X,NPV9,G4P3,OTY5,QFAX6A0Q4SYVQ3XT4Y5KSZAIA,A5C44TMQ,QMMN556J5U1E,XBK8UPAVRENF,U2M5ZOU3WOXQ,JAD2 HYK
320085632245,272006018668,105802,241011,251010,44,288091488,3,5,596868,8,8,8,5646360716722,643,38UU561P3V,EQPJL73IWX,V1ZVMV34OO,6VQQ,MJPX,0K0F,LRNM8UETA31MY7EWH8G8GQFI2,XOJJP8BD,MKD4MS5AID06,RWTSUJM2GRAD,6BHZ3U2QPT7I,G9G1 OIY
699089021652,760833111006,866494,201112,161116,66,277060086,3,8,379543,4,1,7,3179017719669,760,2K4ZIMPMUL,6K4G72C4CC,3WOG9CWMII,ANT2,S89E,74XE,OU1QNAYZJ5RC8XLZOJ6MDM9CP,GQ4EY9HH,04P1QRAGNT52,8YM1CLGFXUOL,MBT1E98JD4FU,9NDG U7E
353413939193,181665611048,833212,211212,301112,58,977939456,2,8,123024,9,9,6,5260687055413,958,PZQKNUJZLP,ZS4OZTUXB0,HGNUIYXYGF,ZIMO,TU7L,TTA4,YJY5PYITLCBHHDW1MNEHDUK2Y,PAEPS680,4ZEUCZLDVR3M,SK3AIN0WHHK6,9CTJWMV7ZSXP,L2J1 0Q1
925251098683,280343779128,328824,151216,181111,88,349073178,3,5,980101,4,4,3,1780953280175,678,7142XDGPIT,M1F72OGOMY,RK82H49OLE,MFMJ,M46H,26II,E36HPXM17FMXI3KIEAMGBH1R2,K11QF2OE,OI9T4CT2TQUU,5V2SH3BJ2Q8H,V5O3UUOQ18L8,B6SX 1JY
183157660457,283584217056,777187,281015,141011,24,394850414,8,6,842962,9,9,8,7391599219419,535,FXOEZKXDOQ,8S91IUBKSC,DITRSTTX09,7KHS,2RZ1,PNYA,QPLARNB0ILTLVD4R8MKP8DR7Q,C63IHK1H,1N8J14XB5NZH,CHXOEQQT7Y4G,LP1OK72HD9Q1,EDNN 0C3
151930029716,386019142338,305924,291214,231112,48,625601087,2,3,867683,7,8,2,1596552849722,316,8ZOJUIBOOJ,C40C3ST6S6,D0ZRZO8S8E,E3ET,YQ0X,95GJ,MA99V0LZDITE4UZHOPK2TUVDR,FMW2KQU8,5WKIB57B5CN2,BH60PYS9952J,XWC0VKAK1GYU,ZG1W SAD
273852374273,850515728552,689018,121216,141114,87,914343699,9,2,873084,6,8,1,6627387042333,172,O8E89K13QP,ERO27EC5BX,U015M0VY0Y,TMRY,TB1Q,ORPB,T48NMIW021YW2BV7A8WGQ7GKZ,Z2760O4S,BLUZW6BM2TCZ,JV11DSP93RQ9,632PLS7IKU0U,Q7F6 UPE
916710748565,511969276067,486458,201111,231213,33,771133966,2,9,220899,6,6,4,4529386223631,226,8PYQB0D4U7,3CN0S06K0W,A1PRL2QNE3,6RSI,R1XN,SU6L,KRMCGA895N7SJC8J683CWKW6K,80O67YB0,3DSNMY2M343R,8308LLT4LVUV,O607WGSHWK3G,CZEA QSP
389166142700,410168476987,770429,161110,101110,39,263231673,4,2,574319,4,8,4,9101195785729,406,D2M2K349LL,7GB9PBJFJU,UOINRQUSW4,EVTY,ZJBY,CWLQ,XIKADWTVGAC1ABBQXH0R8JBHG,C1S8IBSD,TRQPV0PQH5CL,Q09UASPHD4RN,ZSO259ACHY6V,CBOP GTI
345159766303,191573653065,976248,171112,191016,38,979054237,5,4,353650,3,9,6,3043106982773,219,01HZG0DRAV,J3AR7TQ9NF,GV6FM1LV3U,M15P,DU3I,MY90,8DV6UQEC3O9XXNMJDN197ZFSN,GSL33Y04,ODFE967ADJNG,KBW8VD0EZ8WE,0R6L8J3NOST8,WVJC MGU
906118307482,224752611636,783467,101216,171110,47,410570676,5,7,803728,2,9,3,9271650510689,554,KPNSMTQP49,57R3TSX5BH,CYBKJEMC6H,0X2G,MUFZ,6GDM,3SP1SZMXNPH70W9MKALFQM4HP,MEU9PR2T,RE0UZ1CQE4JK,FQC8ZV87KUVR,J43G73M3UHQU,67S5 TGZ
709468361528,567187907351,277870,181116,111114,41,184753673,7,8,194271,6,3,8,4853470552476,609,Z5FBBNIBQC,VRAEQY74F8,1NDZ7KLHV7,4YLN,QLUL,GQNS,6VR9C44WS01GCZW1QKI72RMR2,MK21SU7F,NBDPTOQ0FQOR,81U8EC95C93F,WZOYEL2T9NQX,NAKS A4R
829456055265,223635774869,788590,231012,191115,66,844347890,2,7,494962,3,2,1,2928028425313,576,1X4ZXINKG3,TE3YEFRNLZ,WVFLTBJJA1,9CLE,UCF3,SCPZ,8X1DZKG6WEQ8JH0BXA48DASYZ,TDWTF7WA,8OB5JZLCC9DM,XGIDUNMHVT94,I9K6I0DOJV9K,0V43 KTR
499444379103,454847851847,801439,231015,101210,39,368897188,9,9,374626,9,9,8,5685766152875,615,X7H796VZ6L,WNUEU7YIIW,05BCWAG24S,WRU7,8OYB,W3C3,BJ8BW4MNH594R44DHKFPD0O45,4M5A4JFF,GOUNNMJ1063I,G7J70IX1NJ67,8483M92WOASW,AIYU XV9
904264793946,736306361821,801275,211015,131012,84,657528169,3,6,171099,7,6,9,5562007100233,682,J82MNRJG11,OFG5V06OE2,WGH0Q06U0V,05AQ,IOL8,7RJZ,Q44LCC9QZSD4KFGD4IBWTX7Q7,IGIFG29H,EU74TD9W6M99,EN80GL94GOZR,PK70L6BQ450U,EM7Z 3VJ
862921768671,190950114191,154566,281011,201216,46,680737604,5,5,897040,1,3,5,7839947213553,370,1SJH512F1Z,ZRITISB66J,406YPTS2HU,685C,032X,JAUQ,F1WYCBPOGY6UICM0Y7STIGARG,NO2WNEWP,PKYVIWAR9PF5,HCCUS5FWRL4D,G0IXHA8WSCWL,GRWB KA6
841785386016,617679270053,612087,201214,151010,58,984345331,3,7,880017,1,9,8,9854813223997,604,SOO8OUJJXQ,ZSVY2TML78,JCI69FFBCK,2U0W,TZ5O,HCXM,JBX8WMF62RU5886NPZFBSVART,JZNFAWQ8,5G3L060JXRDZ,H1E58K3WEFRT,SU07NZ8SCTTX,7VY4 J7I
818386514906,360193595424,443671,151213,251116,68,990743926,5,8,814336,8,8,9,7158907130339,836,U446790G02,H1NK19O730,P23Q1SMART,DE6J,MPSZ,ARHD,NF2WQSKO5L60F2M0Q3QXPU6E1,PFTM06B7,SWLY2FNI76HG,P1A26AHA7TL0,YSKMOV2A519H,77HH WJ1
769984061680,244571579705,573559,161111,161016,20,880094759,3,7,330123,7,8,9,7179969524939,240,2UV4605OF4,6WGATNZEGB,2PP85HRQN1,S8VA,28KN,S6J5,MWYVONB21SXIA41ZGWXM0737X,CGBMV2DL,GGUIM8WT7BXG,TDU3B0ADTG4N,VJK3OHKGZXN6,7D5G 77S
178687544949,254492860826,274510,211115,241212,49,291048575,7,6,643180,3,7,6,6422938068182,258,P5A4NGZLS3,FV1V4AJVH6,UYYQX8PRNS,NFOH,CQ4Z,BG0P,X6PCANSMWM3IE38J051ZB95P7,IP44AZ4V,R90S5AWMFLSM,ZSI5MLZLEVY9,4M5I4RB9HPJB,V70G Q9U
388255903894,395419242789,493338,301016,101013,77,258378219,6,1,238754,8,6,5,3965338006276,416,V3VDE9RNDT,NZLE2FR7N4,3CRQ3YDSOY,9U2S,B6CF,Q2WT,PB2V0FRHZ2YX05K569H89Q4U0,PW9IR4FY,T3K9YT319NH8,WCFZT1HXZ0CJ,1NB8HR4SKXD5,ALS4 1EN
623551882999,649575191692,129585,301115,231110,91,673301532,6,8,471859,9,6,5,8669158175511,882,RZCCUF470S,8PSLVNHLDK,FLXGEUJ2NZ,ZYGH,SIO3,SK3J,2K3O5DALRDDBFAJZC4WRNHIE4,Q84XMLIJ,U3W3MLLM7V7S,427JSZYQ4Q2O,Y2EFN5ZRU67L,I1YD WFE
585060239020,367427631740,588060,101112,131015,76,637013254,5,3,979091,9,3,2,7629842543672,682,XBITGNOF8N,KPA513F464,GEIUJDGI9C,E9D2,TCOD,3JMG,ARDJ269MGR2QT258U8IATJZ8T,ZCQ8XM02,E2V4IRCYP7YI,XLZSCLYNQZYK,H8ZHBK99A7GI,UX8A T94
168255459890,451980273685,656212,191116,171213,83,443957512,7,5,370625,3,6,1,7582681015351,563,YMQARQWJ58,9GETNZTK8N,J9UFDOX3N8,71CS,PWVM,3D4O,ONS94YXQZJ1W94N2OX7C2G3ZH,NK7GGT2F,5KLLL6WXEL39,LM1E00PMCMMR,AU8V95NBPXTW,TOQ4 EG5
485580612441,860343679076,268359,231010,241211,37,893134961,9,7,356980,9,8,2,2878498509495,163,MZH32WGSOD,ZREQUVWVR1,OMK83K4IGR,TIPN,5IXD,7DZY,2B785B2VDVE0H4WN8DDBZ2PRE,AO9O7SF6,LMHEEU728EC2,SGL5DRDW83SV,ZFFQWYFG8ZR5,0F3L MO4
280666214582,155666049492,300970,291215,291016,58,256327832,9,2,145524,8,7,6,8671364972241,540,TAL9G6OHZQ,627LCPCHKD,9MQUJA9LZM,VIPT,UX7C,BKHA,9RDZQDU6S9HLM4QPGNQUYP51P,AM2M5UAV,HSOFCHSQE7YP,U3229ERMEY8S,5KNCJANEV0DC,70UJ P1C
179817380241,738226029359,646157,101111,211214,29,840408377,2,2,185902,6,4,8,6293834494063,125,H3ENULI1CK,2ZYP0JH81J,7G2PODUHZL,SWNP,P0B5,0HXG,RL8JHQWUIO1777J3Q2PX40IXI,33JZ3HCM,3EW3PYXY8C9C,LQCSJIX5SHX7,N8JGSGPLD4VS,WBCC Q8U
318021710837,126304276378,295853,291113,141215,21,482294417,5,1,230538,1,6,5,3370545095646,945,E1DJOC1D7Q,JRKR0GT37T,CRJWP7J9CJ,DI8X,A675,XDV8,E0RWIH6MBMGO97WQANUFF6PES,UELU6Q4D,2M8N5BOB0BQ4,7P61P6WTA0QP,1DCVC7F4EZSV,CV95 Y2S
523698839191,876276118643,108507,271216,201010,73,445080116,5,1,573422,6,5,2,4600346959620,958,FG2RNGNNHS,ENFAU8GMM8,9R4886NQY7,6TO3,JQA9,XMPC,55MN7LE5Z1KU1X6OV04W7DGPT,ZISOMDW7,N58VQ9D96GIV,8EP7JJ8EM4AZ,WJ56Z1UNGJGE,4H1W CA1
461502744937,762775605682,181913,141015,221010,55,256936120,5,7,708804,7,8,5,4154696101248,616,50RPUVZGPF,4NBTRPJB6B,ZR14YTU5M6,SMOI,AO54,I9AC,4TV4FZ717S2R1RYCJKKYEZCYL,U2ZVANHC,ILS1URZF7DFL,8VD3JQ60Q5YQ,FTP372HXM33W,YPJT 02E
451268795810,547250685437,523334,271115,231212,73,535076393,7,3,887260,2,1,2,6924295272058,104,AWMFGZYTOX,U9MI2K36YS,HWPPO3KM4V,RQ0G,HCUJ,Z46M,J0CUZ33OUAVI2SOYR9UP26AUZ,4L4WTHWG,SSA2USBCCJJQ,WI6E74NHAECX,24RT12B86QVS,0ZWR KT3
296303848013,300187383547,758161,211116,131216,24,209348708,3,3,133551,5,7,7,9747286570759,369,PYSGUU2NEB,X8YNQ39FUJ,9479R83E3E,ZFEU,N604,X87C,5AJIEI2QOZPC2ZRVO0HSOXITP,5XUS1PS4,EENJS4L9RFDV,J5L9IOXWEK7W,D29K48BL2TZF,CY7F R0C
744307867748,623503247643,645789,111011,141010,48,318795024,6,9,584205,7,6,7,5315426072360,135,ZRWEZTFNS3,CYX1TKT257,JV6LUAFJ6V,G9BI,JBQ3,USS7,KLZCVCPYGM467DGZ1KCLTO81M,IC13568X,DIK2V0GRUVRU,R52Q0HHIFMM3,HVXM6I6U4A0K,LHS9 AL4
141766614175,300970380400,153876,221015,201111,32,197385936,1,9,689586,2,3,4,9202774713215,403,2TS3YGSE8N,UJPEXB9489,IE8SCPCJUT,M957,2DSL,AO44,HN2S8VYNTSP16ZPFLBT94SRAZ,U8IUZAHW,M4378C54WXSQ,VQZPFLQ0EC2T,HCG3JQT3JFP4,S3G2 T8W
805136743852,630546606844,449955,211012,111113,84,924337992,9,4,121736,2,8,8,8538022380410,144,0I6GB8K172,MDHJ0DSZW7,45C6KK8FVX,6QGG,C6R7,5XBJ,GR9XG9J5SAP1HR2MLEYF7O6EH,30634W5O,Y229FXR9R1QK,RWWZ73KIYYDZ,3C578LJKHRH6,74Y4 XAG
216118976173,170190622868,978695,161113,241113,55,142186135,8,5,466756,9,3,2,6377897342975,999,VSRDOELC0Y,CZTDC4DFTZ,QF5K8JVBSZ,JBVB,QWEI,N8WK,N2L8I91OOGO4V7M746LY6Q474,AU1HJ1Z9,ZB59K6F848S1,DTTTZVXKU5F9,1QTP26AVM68K,XUB0 AVE
697609342201,342057040495,202303,271013,161216,86,526223166,6,3,612331,8,7,1,6569140447802,652,SYH5VFL533,5MUMV6WAKO,BP6HBAEOVX,HW77,SGJL,O63Q,OBRODEQ60GJLS4H050IJOW8PD,WDZUEF2E,CHE91KVYF1VG,TY4YMCY1WTNS,7EJMN15WD7WX,QITQ 5LP
814123579880,848441767096,634396,291215,201010,51,825346271,8,3,877902,8,8,6,7672070393969,795,TZGDR0QK0B,KAEALW9K53,C11W0T5U0M,PJK7,NFHB,PUSE,2JR91KDWD147U25XJFEX40TXN,4QZKIUVR,32HAG8B2FVH4,X401M8WVCY90,A16M2LI80RUH,C7EI DFO
179735810254,163555647463,640508,231015,141016,12,214435468,6,8,138078,9,1,9,5067455410961,446,XF5HGALUX8,P2EQXF23FS,YE7GGYYSUL,H1XI,T16S,HRS4,LAKFXH0VO3LS3A51YD3GH4J2B,6O1OKISX,SETB01A0WJTV,45EPVIFMXH1C,5W5NPO4RP2G7,7X78 IGX
920605371292,347864421482,815551,121210,111211,44,105951724,1,3,899066,7,4,3,1122550740416,642,CFAN4TMJII,V63AVE6DDU,Y5XHSMCM2Z,465P,JPR5,W7P3,DU439KOGJZ9Y3Y40HHXSU0RHU,EQKDBM19,HR41URXVGVA2,YU9LVLIJN0NH,3PHL2L78T4FF,GHDX 67B
215161231055,461550808819,968650,251111,261013,29,956947623,5,1,508696,2,7,3,7057175980715,903,UAQN5TI4OL,LSYYEFV7L1,FG4RN3SLKO,PNCW,5UN1,RO96,8K3ML16Q8SRS7T3HC4SPULZ56,CDEAI0M0,HGZKAUSVCZ48,GXV8WID3ZT41,Z5GSTKEP4WDU,F1EO FBX
955963190397,760221750326,770281,101012,251116,37,206902736,5,5,901835,5,2,5,3364167158436,871,IXPUYX92IJ,L2ZKKQF0UH,LK5KTWOQQ4,4KFH,JRI4,27F7,DB2AX1ONC8QZTTH9E4ZCVYYEJ,I2FCNI68,JJMU2JKMWBXV,BJFGL5X0KI69,YZD7IQWR2ZPN,WRTT N2K
485617263374,664566055537,507211,201211,131016,89,288998301,9,4,530169,3,4,9,7734069481147,546,EO230Z4VEO,FZU962JILP,OIWYLMAKM1,4XET,APUU,8O0U,Q1BLRNYAGZXHT3GANN1M9PKFG,1UYQJ2K6,43EG4JU5IFIO,DXWPEJK1SXWL,CQ0B6HA7UT27,VTZ6 L1I
361147137078,714303627041,191287,301115,101214,20,125289031,8,3,351689,8,4,4,3905593606557,696,4XABVMRDYA,QCOZHS550M,G2V8GUR7SJ,V9KD,53MJ,28AJ,J8KT7D2SSI15EITTFWVK8HVKX,862YEI5T,ROZHYGKG1E2X,PS2Q1GUV518M,X504RZZG4MS3,TLHW ABE
810270126348,755844832436,971525,241111,131111,86,250901071,2,5,984742,9,2,4,8682175099299,462,0QE6OG8L9F,YCYBAW94BP,QWQI5VS3HK,1RV4,55H2,R7A8,N6E9W5U7SSJJE6NAICVKJMZRS,KMZIK4YM,9NSAXKZ3581T,RA9GOBTKOB6R,YMEZ3VXHDI8D,ZD4I ASL
104347430500,619373470265,997330,281013,101012,56,737179720,8,5,501341,7,6,5,4896630477869,536,86M9BOGONV,IB8EC6ORUU,72H7PEIF1B,54L3,8DW3,V48Y,T20ZM6HXEDR497NIEC3H363A2,5YANHFFL,L1I4Z05R5WXN,G1ELEUKMEAZI,5NBBKCHNIKLD,NO5S 395
452876145945,297076420717,350171,141013,131115,21,684224768,6,9,754792,3,1,4,1485522844522,774,PYD1DJ10U0,UC9W4SUQYD,4DTB5QELDB,8Q0T,SSOD,8KIS,SSODS0DY5IDO7V4E2F8RXHGWX,X63DI7WQ,JAZCX10Y11GW,YTOT7XQ4QTRN,0WGI6B5BSX5F,RYF0 VRY
201785082830,204048102158,987933,161112,151216,24,135872006,1,4,133755,1,5,9,3173035415793,371,QRE9GLDX1M,I8ITJF6B1E,NBKGS08TEW,SNQ1,ZMML,72BU,D4QPRTZGL2CCRD4FOAMWCTLA4,KXAWZEGX,0OBAIX5CX9D7,3VMKGI7QC4BE,CJT36YZEAEL2,ADMO MWH
162979085158,637856530590,184091,181013,181210,38,843066883,3,9,985008,9,2,4,5814539217844,576,FU51I69D5Z,HUA4CIY475,7RNTMNT5EX,JFVN,RNFV,YAAZ,H2ZNCZLZV9RWFT6SUCU5NMJH8,I86GFU6I,6RN3FA8206RV,DNK6IGN4E8VB,12GS5QBFG2IM,9V0D NGI
640176605459,422947655743,497068,161110,171114,60,912015548,8,6,336882,1,5,2,8140986974336,788,RPUDYDUDNI,2KFC3Z6ITG,2MG2F7X2DE,3YMG,BZXV,1GBI,MDDYOYX396JJBX54W411NQGAL,NNEH5KKG,7R51UO43T5EF,G17Z0HFXE36L,99N5J2SP1MO9,8TE3 SZ6
532800369614,148963899277,486280,151213,291014,42,710108463,7,4,347254,9,3,5,4481155358052,961,47NIKD37YY,4WNA9K37UB,6LDXTRFEZT,7HMU,0PIM,HSNM,IPBYFXAWDEOJUHFSR49RGAKFQ,QIX6N8O7,OH8WG8DFSEEB,PNRPB87IVN2L,XLVK9L27SXXB,UQGJ GA4
